full_location_name,country_clean,latitude,longitude,timezone,primary_airport_iata,region_major,slug,active,nearest,hotellook_city_id,skill_level_min,skill_level_max,hotellook_city_id_airport
"Baldwin beach, Hawaii, Maui",USA,20.91470456,-156.3930416,America/Los_Angeles,OGG,North America,baldwin-beach-hawaii-maui-usa,TRUE,Maui County,30429,beginner,intermediate,
"Baleal, Central Peniche",Portugal,39.36721747,-9.342412949,Europe/Lisbon,LIS,Europe,baleal-central-peniche-portugal,TRUE,,,beginner,intermediate,4806
"Baleal Sul, Central Peniche",Portugal,39.36147749,-9.355630875,Europe/Lisbon,LIS,Europe,baleal-sul-central-peniche-portugal,TRUE,,,beginner,intermediate,4806
"Baleia, Sao Paulo North Coast",Brazil,-23.7776,-45.67021667,America/Sao_Paulo,SJK,South America,baleia-sao-paulo-north-coast-brazil,TRUE,,,beginner,intermediate,6472
"Baler, Luzon",Philippines,15.75392773,121.5678406,UTC,BQA,Asia,baler-luzon-philippines,TRUE,Baler,,beginner,intermediate,
"Bali Bay, Cape Town",South Africa,-33.97281562,18.37050319,Africa/Johannesburg,CPT,Africa,bali-bay-cape-town-south-africa,TRUE,Cape Town,678,intermediate,advanced,678
"Bali Tropic, Bali",Indonesia,-8.784823541,115.2316475,Asia/Jakarta,DPS,Asia,bali-tropic-bali-indonesia,TRUE,Badung,,beginner,intermediate,23523
"Balian, Bali",Indonesia,-8.524281466,114.9897122,Asia/Jakarta,DPS,Asia,balian-bali-indonesia,TRUE,Tabanan,23541,intermediate,advanced,23523
"Ball Bay, Norfolk Island",Australia,-29.05144281,167.9855919,Australia/Sydney,NLK,Oceania,ball-bay-norfolk-island-australia,TRUE,,,beginner,intermediate,
Ballenas,Puerto Rico,17.95554591,-66.8572998,UTC,PSE,Caribbean,ballenas-puerto-rico,TRUE,,,beginner,intermediate,6781
"Ballina North Wall, NSW, North",Australia,-28.87399043,153.5924292,Australia/Sydney,BNK,Oceania,ballina-north-wall-nsw-north-australia,TRUE,,,intermediate,advanced,5083
"Ballinskelligs, South West",Ireland,51.84158462,-10.21711349,UTC,BYT,Europe,ballinskelligs-south-west-ireland,TRUE,,,intermediate,advanced,
"Ballito - Surfers Point, East Coast North",South Africa,-29.53916667,31.221,Africa/Johannesburg,DUR,Africa,ballito-surfers-point-east-coast-north-south-africa,TRUE,KwaDukuza Local Municipality,,intermediate,advanced,688
"Ballston Beach, North East, Southern New England",USA,42.00082745,-70.02114773,America/Los_Angeles,PVC,North America,ballston-beach-north-east-southern-new-england-usa,TRUE,Truro,,beginner,intermediate,
"Ballybunion, South West",Ireland,52.5138247,-9.677077532,UTC,KIR,Europe,ballybunion-south-west-ireland,TRUE,,,beginner,intermediate,5984
"ballyheigue ireland southwest, South West",Ireland,52.38760458,-9.836540222,UTC,KIR,Europe,ballyheigue-ireland-southwest-south-west-ireland,TRUE,County Kerry,5984,beginner,intermediate,5984
"Ballyheirnan Bay, North West",Ireland,55.24898925,-7.702789307,UTC,LDY,Europe,ballyheirnan-bay-north-west-ireland,TRUE,,,beginner,intermediate,7378
"Balmoral point, NSW, Sydney North",Australia,-33.82197709,151.2525558,Australia/Sydney,RSE,Oceania,balmoral-point-nsw-sydney-north-australia,TRUE,Sydney,5630,intermediate,advanced,
"Balnarring Point, VIC, Melbourne East",Australia,-38.39047981,145.1247597,Australia/Sydney,MBW,Oceania,balnarring-point-vic-melbourne-east-australia,TRUE,Melbourne,5436,beginner,intermediate,
"Balneário Camboriú, Santa Catarina North",Brazil,-26.98771237,-48.62995148,America/Sao_Paulo,NVT,South America,balneario-camboriu-santa-catarina-north-brazil,TRUE,Balneário Camboriú,6318,intermediate,advanced,6422
Balneário Costa azul,Brazil,-25.73323964,-48.48917641,America/Sao_Paulo,PNG,South America,balneario-costa-azul-brazil,TRUE,Matinhos,1473933,beginner,intermediate,
Bamboo Island,Cambodia,10.49473234,103.5597038,UTC,KOS,Asia,bamboo-island-cambodia,TRUE,Ream Quarter,5849,beginner,intermediate,5849
"Bambra Reef, TAS, Hobart",Australia,-42.89421002,147.5013256,Australia/Sydney,HBA,Oceania,bambra-reef-tas-hobart-australia,TRUE,Hobart,5327,intermediate,advanced,5327
"Bamburgh, Borders and NE England",UK,55.61205645,-1.716619134,Europe/London,NCL,Europe,bamburgh-borders-and-ne-england-uk,TRUE,Northumberland,,beginner,intermediate,
"Banana Beach, South",Morocco,30.49930887,-9.677195549,Africa/Casablanca,AGA,Africa,banana-beach-south-morocco,TRUE,Aourir,1511442,beginner,intermediate,4277
"Banana Beach, Hibiscous Coast",South Africa,-30.66405571,30.51624298,Africa/Johannesburg,MGH,Africa,banana-beach-hibiscous-coast-south-africa,TRUE,,,beginner,intermediate,750
"Banana Island, Sumatra Mainland",Indonesia,-5.123088398,103.846035,Asia/Jakarta,TFY,Asia,banana-island-sumatra-mainland-indonesia,TRUE,Pesisir Barat,,intermediate,advanced,
"Banana Point, South",Morocco,30.50211911,-9.684813023,Africa/Casablanca,AGA,Africa,banana-point-south-morocco,TRUE,,,intermediate,advanced,4277
Bananier,Guadeloupe,15.9996619,-61.60213888,UTC,LSS,Caribbean,bananier-guadeloupe,TRUE,,,beginner,intermediate,
"Banc de Pabos, East Coast",Canada,48.37201656,-64.58748043,UTC,YGP,North America,banc-de-pabos-east-coast-canada,TRUE,Le Rocher-Percé,,beginner,intermediate,21813
"Bancoora, VIC, Melbourne West",Australia,-38.29226073,144.4078803,Australia/Sydney,AVV,Oceania,bancoora-vic-melbourne-west-australia,TRUE,Geelong,5286,beginner,intermediate,5436
Bandar al Saqlah,Oman,21.5092962,59.3838501,UTC,MSH,Middle East,bandar-al-saqlah-oman,TRUE,,,intermediate,advanced,
"bandol, Mediterranean",France,43.13284193,5.747952461,Europe/Paris,CTT,Europe,bandol-mediterranean-france,TRUE,,,beginner,intermediate,
"Bandon Beaches, North West, Oregon South",USA,43.09270997,-124.4346714,America/Los_Angeles,BDY,North America,bandon-beaches-north-west-oregon-south-usa,TRUE,Coos County,21430,beginner,intermediate,
"Bandy Creek Groyne, WA, Fitzgerald River",Australia,-33.83491809,121.9291019,Australia/Sydney,EPR,Oceania,bandy-creek-groyne-wa-fitzgerald-river-australia,TRUE,Shire Of Esperance,,beginner,intermediate,5259
Bang Niang Rivermouth,Thailand,8.67432415,98.24087262,UTC,HKT,Asia,bang-niang-rivermouth-thailand,TRUE,Khuekkhak,24072,beginner,intermediate,
"Bankvaults, Mentawai",Indonesia,-1.852075298,99.24473763,Asia/Jakarta,RKI,Asia,bankvaults-mentawai-indonesia,TRUE,,,advanced,advanced,
"Banna Strand - Sandy Lane, South West",Ireland,52.34631201,-9.835381508,UTC,KIR,Europe,banna-strand-sandy-lane-south-west-ireland,TRUE,County Kerry,5984,beginner,intermediate,5984
"Bannister Head Suck Rock, NSW, South Coast",Australia,-35.32119188,150.4846179,Australia/Sydney,NOA,Oceania,bannister-head-suck-rock-nsw-south-coast-australia,TRUE,,,intermediate,advanced,
"Bannisters point, NSW, South Coast",Australia,-35.32534988,150.4815388,Australia/Sydney,NOA,Oceania,bannisters-point-nsw-south-coast-australia,TRUE,,,intermediate,advanced,
"Bantham, Devon South",UK,50.27828122,-3.8851583,Europe/London,EXT,Europe,bantham-devon-south-uk,TRUE,,,beginner,intermediate,7479
"Bantham Rivermouth, Devon South",UK,50.27801382,-3.886928558,Europe/London,EXT,Europe,bantham-rivermouth-devon-south-uk,TRUE,,,beginner,intermediate,7479
"Banyaks, Sumatra Islands",Indonesia,2.196727242,97.29492188,Asia/Jakarta,TPK,Asia,banyaks-sumatra-islands-indonesia,TRUE,Pulau Banyak Barat,,intermediate,advanced,
"Banyons, Hawaii, Hawaii Island",USA,19.60661653,-155.9771115,America/Los_Angeles,KOA,North America,banyons-hawaii-hawaii-island-usa,TRUE,Hawaiʻi County,30426,beginner,intermediate,2627
"Banzai, NSW, Central",Australia,-33.41711423,151.4639032,Australia/Sydney,GOS,Oceania,banzai-nsw-central-australia,TRUE,Gosford,5303,intermediate,advanced,
"Banzai ( S. Marinella ), Mainland",Italy,42.02836811,11.83935642,UTC,FCO,Europe,banzai-s-marinella-mainland-italy,TRUE,,,beginner,intermediate,13559
banzart,Tunisia,37.31720577,9.872245789,UTC,TUN,Africa,banzart-tunisia,TRUE,Bizerte,6807,beginner,intermediate,6830
Baobab,Senegal,14.47197774,-17.07052231,UTC,DSS,Africa,baobab-senegal,TRUE,La Somone,12281,beginner,intermediate,12279
Bar,Montenegro,42.1057331,19.08535652,UTC,TGD,Europe,bar-montenegro,TRUE,,,intermediate,advanced,24950
"Bar Beach, NSW, Newcastle",Australia,-32.942033,151.7678726,Australia/Sydney,NTL,Oceania,bar-beach-nsw-newcastle-australia,TRUE,Newcastle,5498,beginner,intermediate,5498
"Bar Beach, NSW, Far South",Australia,-36.20841622,150.1331091,Australia/Sydney,MYA,Oceania,bar-beach-nsw-far-south-australia,TRUE,,,beginner,intermediate,5470
"Bar Reef, NSW, Newcastle",Australia,-32.94234814,151.7697716,Australia/Sydney,NTL,Oceania,bar-reef-nsw-newcastle-australia,TRUE,Newcastle,5498,intermediate,advanced,5498
"Barbarons, Mahe",Seychelles,-4.687020189,55.45595884,UTC,SEZ,Africa,barbarons-mahe-seychelles,TRUE,Victoria,23485,beginner,intermediate,30249
"Barbate, Andalucia",Spain,36.18607673,-5.946800709,Europe/Madrid,TNG,Europe,barbate-andalucia-spain,TRUE,,,beginner,intermediate,4306
"Barber's Point - Coast Guard Jetty, Hawaii, Oahu",USA,21.29619194,-158.0733705,America/Los_Angeles,JRF,North America,barber-s-point-coast-guard-jetty-hawaii-oahu-usa,TRUE,Kapolei,23377,beginner,intermediate,
"Barceloneta, Mediterranean",Spain,41.37885341,2.192673683,Europe/Madrid,BCN,Europe,barceloneta-mediterranean-spain,TRUE,Barcelona,3196,beginner,intermediate,3196
"Barley Cove, South West",Ireland,51.46866272,-9.775251746,UTC,BYT,Europe,barley-cove-south-west-ireland,TRUE,,,beginner,intermediate,
Barn's Beach,Liberia,6.23220012,-10.68214417,UTC,MLW,Africa,barn-s-beach-liberia,TRUE,Monrovia,24200,beginner,intermediate,24200
Barra,Mozambique,-23.78942885,35.51708221,UTC,INH,Africa,barra-mozambique,TRUE,,,intermediate,advanced,8930
Barra da Kwanza,Angola,-9.359981568,13.15200806,UTC,NBJ,Africa,barra-da-kwanza-angola,TRUE,,,intermediate,advanced,
"Barra da Lagoa, Florianopolis",Brazil,-27.5728177,-48.42437625,America/Sao_Paulo,FLN,South America,barra-da-lagoa-florianopolis-brazil,TRUE,,,beginner,intermediate,6362
"Barra da Tijuca - Posto 8, Rio de Janeiro City",Brazil,-23.01085735,-43.36187437,America/Sao_Paulo,RRJ,South America,barra-da-tijuca-posto-8-rio-de-janeiro-city-brazil,TRUE,Rio de Janeiro,6456,intermediate,advanced,6456
"Barra de coyuca, Guerrero",Mexico,16.91699213,-100.0109053,America/Mexico_City,ACA,North America,barra-de-coyuca-guerrero-mexico,TRUE,Acapulco,4356,beginner,intermediate,4356
"Barra de Guaratiba, Rio de Janeiro City",Brazil,-23.06401764,-43.56937408,America/Sao_Paulo,SNZ,South America,barra-de-guaratiba-rio-de-janeiro-city-brazil,TRUE,,,intermediate,advanced,
"barra de Itajuba, Santa Catarina North",Brazil,-26.69134506,-48.68416429,America/Sao_Paulo,NVT,South America,barra-de-itajuba-santa-catarina-north-brazil,TRUE,,,beginner,intermediate,6422
"Barra de Navidad, Jalisco",Mexico,19.20467271,-104.6926689,America/Mexico_City,ZLO,North America,barra-de-navidad-jalisco-mexico,TRUE,,,beginner,intermediate,4435
Barra de Santiago,El Salvador,13.70595465,-90.03935874,UTC,GSJ,Central America,barra-de-santiago-el-salvador,TRUE,Ahuachapán Sur,8697,beginner,intermediate,
"Barra do sai mirim, Santa Catarina North",Brazil,-26.00783155,-48.60406145,America/Sao_Paulo,JOI,South America,barra-do-sai-mirim-santa-catarina-north-brazil,TRUE,Itapoá,1474951,beginner,intermediate,6398
"Barra Sol, Espirito Santo",Brazil,-20.38426153,-40.3100878,America/Sao_Paulo,VIX,South America,barra-sol-espirito-santo-brazil,TRUE,Vila Velha,6496,beginner,intermediate,6498
"Barra Vieja, Guerrero",Mexico,16.68824145,-99.62981701,America/Mexico_City,ACA,North America,barra-vieja-guerrero-mexico,TRUE,,,beginner,intermediate,4356
"Barrack Point, NSW, South Coast",Australia,-34.56060314,150.8747292,Australia/Sydney,WOL,Oceania,barrack-point-nsw-south-coast-australia,TRUE,Shellharbour City Council,,intermediate,advanced,5709
"Barrañán, Galicia",Spain,43.31187664,-8.548650742,Europe/Madrid,LCG,Europe,barranan-galicia-spain,TRUE,,,beginner,intermediate,3577
"Barranco da Belharucas, South",Portugal,37.0912839,-8.182969093,Europe/Lisbon,FAO,Europe,barranco-da-belharucas-south-portugal,TRUE,Albufeira,4678,beginner,intermediate,4778
"Barrancon, Tarapaca",Chile,-21.82617586,-70.14403582,UTC,TOQ,South America,barrancon-tarapaca-chile,TRUE,,,intermediate,advanced,8941
"Barranquito, Lima",Peru,-12.14520922,-77.02647686,UTC,LIM,South America,barranquito-lima-peru,TRUE,Lima,12048,intermediate,advanced,2764
"Barravento, Bahia North Coast",Brazil,-13.00976362,-38.52697134,America/Sao_Paulo,SSA,South America,barravento-bahia-north-coast-brazil,TRUE,Salvador,6458,intermediate,advanced,6458
"Barre d'étel, Brittany South",France,47.63821266,-3.209209442,Europe/Paris,LRT,Europe,barre-d-etel-brittany-south-france,TRUE,,,beginner,intermediate,15234
"Barrigona, Guanacaste",Costa Rica,9.881728689,-85.57770252,UTC,PLD,Central America,barrigona-guanacaste-costa-rica,TRUE,,,beginner,intermediate,
"Barrinha, Santa Catarina North",Brazil,-26.62390507,-48.67999077,America/Sao_Paulo,NVT,South America,barrinha-santa-catarina-north-brazil,TRUE,Barra Velha,1502466,beginner,intermediate,6422
"Barrinha, Santa Catarina",Brazil,-28.08538426,-48.63089561,America/Sao_Paulo,FLN,South America,barrinha-santa-catarina-brazil,TRUE,,,beginner,intermediate,6362
"Barrinha, Parana",Brazil,-25.97669944,-48.59072685,America/Sao_Paulo,JOI,South America,barrinha-parana-brazil,TRUE,Guaratuba,1495985,beginner,intermediate,6398
"Barrote-Jacaraipe, Espirito Santo",Brazil,-20.15110123,-40.18346071,America/Sao_Paulo,VIX,South America,barrote-jacaraipe-espirito-santo-brazil,TRUE,,,beginner,intermediate,6498
"Barrtrá, West",Ireland,52.91682108,-9.366703033,UTC,INQ,Europe,barrtra-west-ireland,TRUE,,,beginner,intermediate,
"Bartletts Beach, NSW, Mid North Coast",Australia,-31.59415976,152.8425948,Australia/Sydney,PQQ,Oceania,bartletts-beach-nsw-mid-north-coast-australia,TRUE,Port Macquarie-Hastings Council,,beginner,intermediate,5551
"Bashams bommie, SA, York Peninsula",Australia,-35.52167848,138.7003326,Australia/Sydney,ADL,Oceania,bashams-bommie-sa-york-peninsula-australia,TRUE,,,intermediate,advanced,5052
BashienDong,Taiwan,23.39683734,121.4811945,UTC,HUN,Asia,bashiendong-taiwan,TRUE,,,beginner,intermediate,6680
"Baslicon, South West",Ireland,51.80758665,-10.17859697,UTC,BYT,Europe,baslicon-south-west-ireland,TRUE,,,beginner,intermediate,
"Bassa Trinita, Sicily Sardinia",Italy,41.24261842,9.400466681,UTC,FSC,Europe,bassa-trinita-sicily-sardinia-italy,TRUE,,,intermediate,advanced,1486150
BASSE POINTE LE CHAUDRON,Martinique,14.86997649,-61.11659802,UTC,FDF,Caribbean,basse-pointe-le-chaudron-martinique,TRUE,,,intermediate,advanced,12269
"Bastiagueiro, Galicia",Spain,43.34331361,-8.363556862,Europe/Madrid,LCG,Europe,bastiagueiro-galicia-spain,TRUE,,,beginner,intermediate,3577
"Baterias, North",Peru,-4.45731971,-81.29925728,UTC,TYL,South America,baterias-north-peru,TRUE,Talara,12058,beginner,intermediate,12058
"Bates Island, Ottawa River",Canada,45.40974908,-75.75686932,UTC,YRO,North America,bates-island-ottawa-river-canada,TRUE,Ottawa,21357,intermediate,intermediate,
Batroun,Lebanon,34.24363021,35.65865993,UTC,BEY,Middle East,batroun-lebanon,TRUE,,,beginner,intermediate,
"Battery, Cape Town",South Africa,-34.14626312,18.31712723,Africa/Johannesburg,CPT,Africa,battery-cape-town-south-africa,TRUE,,,intermediate,advanced,678
Batts Rock,Barbados,13.13504254,-59.63634789,UTC,BGI,Caribbean,batts-rock-barbados,TRUE,Saint Michael,1483921,beginner,intermediate,26073
"Batu Karas, West Java",Indonesia,-7.748243911,108.5021782,Asia/Jakarta,CJN,Asia,batu-karas-west-java-indonesia,TRUE,,,beginner,intermediate,
"Baubigny, Normandy",France,49.4293145,-1.823730469,Europe/Paris,CER,Europe,baubigny-normandy-france,TRUE,,,beginner,intermediate,12110
"Baul, Tarapaca",Chile,-20.27572881,-70.13303876,UTC,IQQ,South America,baul-tarapaca-chile,TRUE,,,intermediate,advanced,4329
"Bawa, Sumatra Islands",Indonesia,0.812531892,97.34719276,Asia/Jakarta,GNS,Asia,bawa-sumatra-islands-indonesia,TRUE,West Nias,,intermediate,advanced,
"Bawley Point, NSW, South Coast",Australia,-35.50707699,150.4011154,Australia/Sydney,MYA,Oceania,bawley-point-nsw-south-coast-australia,TRUE,Shoalhaven City Council,,beginner,intermediate,5470
"Bay (left wall), WA, Perth South",Australia,-33.30411601,115.6457698,Australia/Sydney,BUY,Oceania,bay-left-wall-wa-perth-south-australia,TRUE,Bunbury,5143,intermediate,advanced,7896
"Bay Break, West",Ireland,54.27920743,-8.605899811,UTC,SXL,Europe,bay-break-west-ireland,TRUE,County Sligo,6063,intermediate,advanced,
"Bay Head, North East, New Jersey",USA,40.07698778,-74.03950453,America/Los_Angeles,BLM,North America,bay-head-north-east-new-jersey-usa,TRUE,Point Pleasant Beach,1506773,beginner,intermediate,
Bay of Heist,Belgium,51.34449584,3.231408381,UTC,OST,Europe,bay-of-heist-belgium,TRUE,Knokke-Heist,2387,beginner,intermediate,2301
"Bay of Plenty, Sumatra Islands",Indonesia,2.055890325,97.31861115,Asia/Jakarta,GNS,Asia,bay-of-plenty-sumatra-islands-indonesia,TRUE,,,intermediate,advanced,
"Bay Point, Marblehead, Inland",USA,41.5168393,-82.71988392,America/Los_Angeles,TDZ,North America,bay-point-marblehead-inland-usa,TRUE,Marblehead,21060,beginner,intermediate,
"Bay Street, Santa Monica, California, LA County",USA,34.00443129,-118.4929776,America/Los_Angeles,SMO,North America,bay-street-santa-monica-california-la-county-usa,TRUE,Santa Monica,17395,beginner,intermediate,
"Bay Waves, NSW, Sydney South",Australia,-34.06531654,151.1478424,Australia/Sydney,SYD,Oceania,bay-waves-nsw-sydney-south-australia,TRUE,Sydney,5630,beginner,intermediate,30128
"Bayfront, Hawaii, Hawaii Island",USA,19.72489788,-155.0773323,America/Los_Angeles,ITO,North America,bayfront-hawaii-hawaii-island-usa,TRUE,Hilo,24981,beginner,intermediate,
"Beach Club, South East, North Florida",USA,28.97676853,-80.85566282,America/Los_Angeles,DAB,North America,beach-club-south-east-north-florida-usa,TRUE,Volusia County,,beginner,intermediate,373
Beachouse,Fiji,-18.23163397,177.7711916,UTC,KVU,Oceania,beachouse-fiji,TRUE,Nadroga-Navosa,25229,beginner,intermediate,
"Beachport, SA, East",Australia,-37.4803711,140.0167018,Australia/Sydney,MLR,Oceania,beachport-sa-east-australia,TRUE,,,beginner,intermediate,
"Beacon point, South East, North Florida",USA,29.91670345,-81.28835678,America/Los_Angeles,UST,North America,beacon-point-south-east-north-florida-usa,TRUE,Saint Johns County,,beginner,intermediate,
"Beacons, California, San Diego County",USA,33.06510207,-117.3047376,America/Los_Angeles,CLD,North America,beacons-california-san-diego-county-usa,TRUE,Encinitas,17118,intermediate,advanced,
Beacons,Maldives,0.211724086,73.14136147,UTC,FMT,Asia,beacons-maldives,TRUE,,,intermediate,advanced,
"Bears Beach, NSW, Far South",Australia,-36.43561225,150.0765038,Australia/Sydney,MIM,Oceania,bears-beach-nsw-far-south-australia,TRUE,,,beginner,intermediate,5439
"Beau Vallon Beach, Mahe",Seychelles,-4.61056138,55.42851448,UTC,SEZ,Africa,beau-vallon-beach-mahe-seychelles,TRUE,Victoria,23485,beginner,intermediate,30249
"Beauregard, South East, North Carolina",USA,34.02652147,-77.89409637,America/Los_Angeles,ILM,North America,beauregard-south-east-north-carolina-usa,TRUE,Carolina Beach,20024,beginner,intermediate,
"Becquerel Point, Normandy",France,49.54575733,-1.876033545,Europe/Paris,ACI,Europe,becquerel-point-normandy-france,TRUE,,,beginner,intermediate,1502609
Bedhuge,Maldives,2.018562135,73.53677273,UTC,KDO,Asia,bedhuge-maldives,TRUE,,,beginner,intermediate,
"Bee Hives, California, LA County",USA,33.73661734,-118.3984566,America/Los_Angeles,TOA,North America,bee-hives-california-la-county-usa,TRUE,Rancho Palos Verdes,17341,intermediate,advanced,
"Beer Point, Devon South",UK,50.68547409,-3.095397949,Europe/London,EXT,Europe,beer-point-devon-south-uk,TRUE,,,beginner,intermediate,7479
"beerbarral beach, TAS, East Coast",Australia,-41.28390781,148.3520871,Australia/Sydney,HLS,Oceania,beerbarral-beach-tas-east-coast-australia,TRUE,Break O'Day,,beginner,intermediate,
"Beg An Tour, Brittany South",France,47.7745216,-3.638877869,Europe/Paris,LRT,Europe,beg-an-tour-brittany-south-france,TRUE,Moëlan-sur-Mer,15358,beginner,intermediate,15234
"Beg Léguer, Brittany North",France,48.74365359,-3.552660942,Europe/Paris,LAI,Europe,beg-leguer-brittany-north-france,TRUE,,,beginner,intermediate,12091
"Bejuco, Pacific South",Costa Rica,9.518100118,-84.43612218,UTC,XQP,Central America,bejuco-pacific-south-costa-rica,TRUE,,,intermediate,advanced,24976
"Belambi  A Frame, NSW, Coal Coast",Australia,-34.3642155,150.9226227,Australia/Sydney,WOL,Oceania,belambi-a-frame-nsw-coal-coast-australia,TRUE,,,intermediate,intermediate,5709
"Belgas, Central Peniche",Portugal,39.41651872,-9.252644777,Europe/Lisbon,LIS,Europe,belgas-central-peniche-portugal,TRUE,Óbidos,4847,intermediate,advanced,4806
Belham Valley Rivermouth,Montserrat,16.74142755,-62.23306417,UTC,MNI,Caribbean,belham-valley-rivermouth-montserrat,TRUE,Saint Peter,598,beginner,intermediate,598
"Belharra, Basque Country",France,43.41452504,-1.705970764,Europe/Paris,EAS,Europe,belharra-basque-country-france,TRUE,,,advanced,advanced,
"Beliche, Algarve",Portugal,37.0257174,-8.965530396,Europe/Lisbon,PRM,Europe,beliche-algarve-portugal,TRUE,,,intermediate,advanced,4883
"Bellair Beach, Gulf Coast, Florida",USA,27.92435062,-82.84253597,America/Los_Angeles,CLW,North America,bellair-beach-gulf-coast-florida-usa,TRUE,Belleair Beach,17743,beginner,intermediate,
"bellambi point, NSW, Coal Coast",Australia,-34.36319702,150.9234273,Australia/Sydney,WOL,Oceania,bellambi-point-nsw-coal-coast-australia,TRUE,,,beginner,intermediate,5709
"Belle Ile en Mer - Donnant, Brittany South",France,47.32619956,-3.23882103,Europe/Paris,BIC,Europe,belle-ile-en-mer-donnant-brittany-south-france,TRUE,,,beginner,intermediate,
Bellerive,Switzerland,46.50997143,6.614928246,UTC,VIP,Europe,bellerive-switzerland,TRUE,Lausanne,11735,beginner,intermediate,2888
"Bellingham Bay, North West, Washington",USA,48.71940912,-122.5165057,America/Los_Angeles,BLI,North America,bellingham-bay-north-west-washington-usa,TRUE,Bellingham,22873,beginner,intermediate,
"Bellows, Cape Town",South Africa,-34.15599424,18.59298706,Africa/Johannesburg,CPT,Africa,bellows-cape-town-south-africa,TRUE,,,intermediate,advanced,678
"Bellows, Hawaii, Oahu",USA,21.36253186,-157.709341,America/Los_Angeles,NGF,North America,bellows-hawaii-oahu-usa,TRUE,East Honolulu,,intermediate,advanced,
"Bells Beach, VIC, Melbourne West",Australia,-38.37180892,144.281044,Australia/Sydney,AVV,Oceania,bells-beach-vic-melbourne-west-australia,TRUE,,,intermediate,advanced,5436
"Belmar - 16 th Street, North East, New Jersey",USA,40.1720898,-74.01543975,America/Los_Angeles,BLM,North America,belmar-16-th-street-north-east-new-jersey-usa,TRUE,Belmar,20346,beginner,intermediate,
"Belongas, Lombok",Indonesia,-8.881976424,116.0362673,Asia/Jakarta,LOP,Asia,belongas-lombok-indonesia,TRUE,Kec. Sekarbela,,advanced,advanced,
"Belongil, NSW, North",Australia,-28.6302984,153.5965061,Australia/Sydney,BNK,Oceania,belongil-nsw-north-australia,TRUE,Byron Shire Council,,beginner,intermediate,5083
"Belvedere, Mainland",Italy,41.45562531,12.65524149,UTC,CIA,Europe,belvedere-mainland-italy,TRUE,Nettuno,13282,beginner,intermediate,13559
"Ben weston (Catalina Island), California, Orange County",USA,33.37624212,-118.4791481,America/Los_Angeles,AVX,North America,ben-weston-catalina-island-california-orange-county-usa,TRUE,Los Angeles County,17234,intermediate,intermediate,
"Benaulim Beach, North-West",India,15.25694383,73.91876221,UTC,GOI,Asia,benaulim-beach-north-west-india,TRUE,Salcete,373,beginner,intermediate,373
"Bendalong, NSW, South Coast",Australia,-35.25120911,150.5358911,Australia/Sydney,NOA,Oceania,bendalong-nsw-south-coast-australia,TRUE,,,beginner,intermediate,
"benders, WA, Kalbarri",Australia,-28.30679886,114.3484497,Australia/Sydney,GET,Oceania,benders-wa-kalbarri-australia,TRUE,Shire of Northampton,,intermediate,advanced,7896
"Benete, Sumbawa",Indonesia,-8.890774468,116.7357659,Asia/Jakarta,LOP,Asia,benete-sumbawa-indonesia,TRUE,,,intermediate,advanced,
"Beng Beng, Mentawai",Indonesia,-1.814500699,99.26533699,Asia/Jakarta,RKI,Asia,beng-beng-mentawai-indonesia,TRUE,,,intermediate,advanced,
"Benijo, Tenerife",Spain,28.57458432,-16.18868709,UTC,TFN,Europe,benijo-tenerife-canary,TRUE,Santa Cruz de Tenerife,24058,intermediate,advanced,30128
"Bennion Beach - cleggies, WA, Perth City",Australia,-31.87271518,115.7518271,Australia/Sydney,JFM,Oceania,bennion-beach-cleggies-wa-perth-city-australia,TRUE,Perth,5536,beginner,intermediate,
Bennys,Sri Lanka,6.138749876,80.09820807,UTC,KCT,Asia,bennys-sri-lanka,TRUE,,,beginner,intermediate,881
Berakas Coastal Park,Brunei,4.993785804,114.9199158,UTC,BWN,Asia,berakas-coastal-park-brunei,TRUE,STKRJ Lambak Kiri,6204,beginner,intermediate,6204
"Berawa, Bali",Indonesia,-8.666944444,115.1386111,Asia/Jakarta,DPS,Asia,berawa-bali-indonesia,TRUE,Badung,,beginner,intermediate,23523
"Berck sur mer, Normandy",France,50.40859958,1.557869911,Europe/Paris,LTQ,Europe,berck-sur-mer-normandy-france,TRUE,,,beginner,intermediate,
Bergen aan zee,Netherlands,52.66088426,4.627947807,UTC,DHR,Europe,bergen-aan-zee-netherlands,TRUE,Bergen,25056,beginner,intermediate,
"Bermejo, Central",Peru,-10.56401276,-77.90782928,UTC,ATA,South America,bermejo-central-peru,TRUE,,,intermediate,advanced,
bernache,Mauritius,-20.00607647,57.69517422,UTC,MRU,Africa,bernache-mauritius,TRUE,,,beginner,intermediate,
"Berneval, Normandy",France,49.9691791,1.195213795,Europe/Paris,DPE,Europe,berneval-normandy-france,TRUE,,,beginner,intermediate,
"Berrara Point, NSW, South Coast",Australia,-35.21161507,150.5509758,Australia/Sydney,NOA,Oceania,berrara-point-nsw-south-coast-australia,TRUE,,,beginner,intermediate,
"Berria, Cantabria",Spain,43.46447591,-3.46391201,Europe/Madrid,SDR,Europe,berria-cantabria-spain,TRUE,Santoña,4057,beginner,intermediate,4050
"Berry Bay, SA, York Peninsula",Australia,-34.89902546,137.011013,Australia/Sydney,XML,Oceania,berry-bay-sa-york-peninsula-australia,TRUE,Yorke Peninsula Council,,beginner,intermediate,
