full_location_name,country_clean,latitude,longitude,timezone,primary_airport_iata,region_major,slug,active,nearest,hotellook_city_id,skill_level_min,skill_level_max,hotellook_city_id_airport
's-Gravenzande,Netherlands,52.0115007,4.142832756,UTC,RTM,Europe,s-gravenzande-netherlands,TRUE,'s-Gravenzande,1419952,beginner,intermediate,1841
't Zwin,Belgium,51.37092307,3.362846375,UTC,OST,Europe,t-zwin-belgium,TRUE,Knokke-Heist,2387,beginner,intermediate,2301
"11th Ave Melkbos Strand, SW Coast",South Africa,-33.67178278,18.40759277,Africa/Johannesburg,CPT,Africa,11th-ave-melkbos-strand-sw-coast-south-africa,TRUE,,,intermediate,advanced,678
"13th ave south surfside, South East, South Carolina",USA,33.59517506,-78.98088455,America/Los_Angeles,MYR,North America,13th-ave-south-surfside-south-east-south-carolina-usa,TRUE,Surfside Beach,22011,beginner,intermediate,
"13th beach, VIC, Melbourne West",Australia,-38.28535548,144.4616318,Australia/Sydney,AVV,Oceania,13th-beach-vic-melbourne-west-australia,TRUE,City of Greater Geelong,5286,beginner,intermediate,5436
"13th Street, South East, North Florida",USA,28.29555765,-80.60898542,America/Los_Angeles,COF,North America,13th-street-south-east-north-florida-usa,TRUE,Cocoa Beach,17772,beginner,intermediate,5191
"14th km., South",Morocco,30.50612172,-9.685896635,Africa/Casablanca,AGA,Africa,14th-km-south-morocco,TRUE,Aourir,1511442,intermediate,advanced,4277
"15th St., California, San Diego County",USA,32.95880562,-117.2696114,America/Los_Angeles,NKX,North America,15th-st-california-san-diego-county-usa,TRUE,Del Mar,17093,intermediate,advanced,
"16 MILE BEACH, West Coast",South Africa,-33.3590115,18.15466046,Africa/Johannesburg,SDB,Africa,16-mile-beach-west-coast-south-africa,TRUE,,,intermediate,advanced,
"17th Ave, Gulf Coast, Florida",USA,30.33508352,-87.11486578,America/Los_Angeles,PNS,North America,17th-ave-gulf-coast-florida-usa,TRUE,Escambia County,,beginner,intermediate,
"17th Ave, Gulf Coast, Florida",USA,30.33508352,-87.11486578,America/Los_Angeles,PNS,North America,17th-ave-gulf-coast-florida-usa-2,TRUE,Escambia County,,beginner,intermediate,
"17th Street, California, Orange County",USA,33.66342499,-118.0143213,America/Los_Angeles,SNA,North America,17th-street-california-orange-county-usa,TRUE,Huntington Beach,17172,intermediate,advanced,
"1st beach, North East, Southern New England",USA,41.48721845,-71.29152775,America/Los_Angeles,NPT,North America,1st-beach-north-east-southern-new-england-usa,TRUE,Newport County,21919,beginner,intermediate,
"1st Street Jetty, North East, Virginia",USA,36.83041288,-75.96777141,America/Los_Angeles,NTU,North America,1st-street-jetty-north-east-virginia-usa,TRUE,Virginia Beach,22798,beginner,intermediate,
"20-20s, East Java",Indonesia,-8.707180456,114.3744779,Asia/Jakarta,BWX,Asia,20-20s-east-java-indonesia,TRUE,,,intermediate,advanced,
"29th Street, West Coast",Canada,49.33496497,-123.1947291,UTC,CXH,North America,29th-street-west-coast-canada,TRUE,West Vancouver,1522791,beginner,intermediate,16968
"2nd Avenue Pier, South East, South Carolina",USA,33.68349661,-78.8856554,America/Los_Angeles,MYR,North America,2nd-avenue-pier-south-east-south-carolina-usa,TRUE,Myrtle Beach,21988,beginner,intermediate,
"2nd Beach, North East, Southern New England",USA,41.48774889,-71.25841856,America/Los_Angeles,NPT,North America,2nd-beach-north-east-southern-new-england-usa,TRUE,Middletown,21917,beginner,intermediate,
"2nd corner, NSW, Mid North Coast",Australia,-31.96674459,152.5974369,Australia/Sydney,TRO,Oceania,2nd-corner-nsw-mid-north-coast-australia,TRUE,,,intermediate,advanced,5634
"2nd Light, South East, North Florida",USA,28.25273573,-80.60333133,America/Los_Angeles,COF,North America,2nd-light-south-east-north-florida-usa,TRUE,Brevard County,,beginner,intermediate,5191
"2nds, WA, Perth City",Australia,-31.84558721,115.7501882,Australia/Sydney,JFM,Oceania,2nds-wa-perth-city-australia,TRUE,Perth,5536,intermediate,advanced,
"3 emes, Baja Norte",Mexico,31.89725742,-116.7137128,America/Mexico_City,ESE,North America,3-emes-baja-norte-mexico,TRUE,Ensenada,4408,intermediate,advanced,2700
"3 Mile, California, Santa Cruz",USA,36.9615002,-122.1173286,America/Los_Angeles,WVI,North America,3-mile-california-santa-cruz-usa,TRUE,Santa Cruz County,17392,intermediate,advanced,
"3 way, NSW, South Coast",Australia,-35.24670559,150.5426502,Australia/Sydney,NOA,Oceania,3-way-nsw-south-coast-australia,TRUE,,,intermediate,advanced,
"3-poles reef, SA, York Peninsula",Australia,-35.17761434,138.4667552,Australia/Sydney,ADL,Oceania,3-poles-reef-sa-york-peninsula-australia,TRUE,Adelaide,5052,advanced,advanced,5052
"35th Street, IOP, South East, South Carolina",USA,32.79524749,-79.76688981,America/Los_Angeles,CHS,North America,35th-street-iop-south-east-south-carolina-usa,TRUE,Isle of Palms,21971,beginner,intermediate,
"36th street, California, Orange County",USA,33.61515538,-117.9372239,America/Los_Angeles,SNA,North America,36th-street-california-orange-county-usa,TRUE,Newport Beach,17283,intermediate,advanced,
"36th Street, North East, New Jersey",USA,39.15717812,-74.68589544,America/Los_Angeles,WWD,North America,36th-street-north-east-new-jersey-usa,TRUE,Sea Isle City,,beginner,intermediate,
38th Parallel,South Korea,38.00606673,128.7326592,UTC,YNY,Asia,38th-parallel-south-korea,TRUE,Hyeonbuk,5791,intermediate,advanced,5798
"38th St. Beach, North East, New Jersey",USA,39.38791729,-74.38632488,America/Los_Angeles,ACY,North America,38th-st-beach-north-east-new-jersey-usa,TRUE,Brigantine,20357,beginner,intermediate,
"3de Steen, Cape Town",South Africa,-33.77276204,18.44432831,Africa/Johannesburg,CPT,Africa,3de-steen-cape-town-south-africa,TRUE,Cape Town,678,intermediate,advanced,678
"3rd Groyne, WA, Perth City",Australia,-31.83367008,115.7469052,Australia/Sydney,JFM,Oceania,3rd-groyne-wa-perth-city-australia,TRUE,,,intermediate,advanced,
"4 Bobs, Mentawai",Indonesia,-1.90912196,99.31065559,Asia/Jakarta,RKI,Asia,4-bobs-mentawai-indonesia,TRUE,,,advanced,advanced,
"4 Mile, California, Santa Cruz",USA,36.96556358,-122.1250534,America/Los_Angeles,WVI,North America,4-mile-california-santa-cruz-usa,TRUE,Santa Cruz County,17392,intermediate,advanced,
"4 Miles, Hawaii, Hawaii Island",USA,19.73519884,-155.0279903,America/Los_Angeles,ITO,North America,4-miles-hawaii-hawaii-island-usa,TRUE,Hilo,24981,intermediate,advanced,
"40th Street, California, Orange County",USA,33.61729968,-117.9388976,America/Los_Angeles,SNA,North America,40th-street-california-orange-county-usa,TRUE,Newport Beach,17283,intermediate,advanced,
411 (quatro-once),Panama,7.238515812,-80.51965177,UTC,PDM,Central America,411-quatro-once-panama,TRUE,,,intermediate,advanced,
"42nd St. VA Beach, North East, Virginia",USA,36.87093515,-75.98200321,America/Los_Angeles,NTU,North America,42nd-st-va-beach-north-east-virginia-usa,TRUE,Virginia Beach,22798,beginner,intermediate,
"46°, Mainland",Italy,43.6387928,10.28497338,UTC,PSA,Europe,46-mainland-italy,TRUE,,,intermediate,advanced,13424
"48th st. Myrtle Beach, South East, South Carolina",USA,33.72065869,-78.84473026,America/Los_Angeles,MYR,North America,48th-st-myrtle-beach-south-east-south-carolina-usa,TRUE,Myrtle Beach,21988,beginner,intermediate,
"48th Street (Ocean City), North East, Virginia",USA,38.37323043,-75.06695151,America/Los_Angeles,OCE,North America,48th-street-ocean-city-north-east-virginia-usa,TRUE,Worcester County,,beginner,intermediate,
"4th groyne, WA, Perth South",Australia,-32.50474921,115.7354844,Australia/Sydney,JAD,Oceania,4th-groyne-wa-perth-south-australia,TRUE,City of Mandurah,5413,intermediate,advanced,1505119
5 1 2km  &  8 1 2km,Ecuador,-2.731213362,-80.24688721,UTC,GYE,South America,5-1-2km-8-1-2km-ecuador,TRUE,Posorja,1513317,intermediate,advanced,913
"5 rocks, Okinawa",Japan,26.33154728,127.7418512,UTC,DNA,Asia,5-rocks-okinawa-japan,TRUE,Chatan,25713,intermediate,advanced,
"56th St., California, Orange County",USA,33.62322304,-117.9451847,America/Los_Angeles,SNA,North America,56th-st-california-orange-county-usa,TRUE,Newport Beach,17283,intermediate,advanced,
"57th Street, North East, New Jersey",USA,39.2215568,-74.63570595,America/Los_Angeles,ACY,North America,57th-street-north-east-new-jersey-usa,TRUE,Ocean City,20462,beginner,intermediate,
"58th Street, North East, New Jersey",USA,39.62155714,-74.19307709,America/Los_Angeles,MJX,North America,58th-street-north-east-new-jersey-usa,TRUE,Long Beach Township,,beginner,intermediate,
"5th Street Beach Haven, North East, New Jersey",USA,39.5644284,-74.23316002,America/Los_Angeles,ACY,North America,5th-street-beach-haven-north-east-new-jersey-usa,TRUE,Beach Haven,20344,beginner,intermediate,
"6 pillars, South East Port Elizabeth",South Africa,-33.97844752,25.6558764,Africa/Johannesburg,PLZ,Africa,6-pillars-south-east-port-elizabeth-south-africa,TRUE,Gqeberha,,intermediate,advanced,788
"7 olas, Caribbean",Colombia,11.3203742,-74.09847021,UTC,SMR,South America,7-olas-caribbean-colombia,TRUE,Santa Marta,6249,intermediate,advanced,6249
"7 rocks, Mindanao",Philippines,9.24427867,126.0914612,UTC,TDG,Asia,7-rocks-mindanao-philippines,TRUE,,,beginner,intermediate,
"7th Avenue, South East, North Florida",USA,30.29619343,-81.38904154,America/Los_Angeles,NRB,North America,7th-avenue-south-east-north-florida-usa,TRUE,Jacksonville Beach,17840,beginner,intermediate,
"81st Street, North East, Virginia",USA,36.90679489,-75.9891808,America/Los_Angeles,NTU,North America,81st-street-north-east-virginia-usa,TRUE,Virginia Beach,22798,beginner,intermediate,
"8th Ave n., South East, South Carolina",USA,33.77021136,-78.77030969,America/Los_Angeles,CRE,North America,8th-ave-n-south-east-south-carolina-usa,TRUE,Horry County,,beginner,intermediate,
8th street,Liberia,6.290342251,-10.78841329,UTC,MLW,Africa,8th-street-liberia,TRUE,Monrovia,24200,beginner,intermediate,24200
"90 Mile Beach, New Zealand NI, NW Coast",New Zealand,-35.03758654,173.153801,Pacific/Auckland,KAT,Oceania,90-mile-beach-new-zealand-ni-nw-coast-new-zealand,TRUE,,,beginner,intermediate,13971
"92nd Street, North East, Long Island NY",USA,40.58333064,-73.8120532,America/Los_Angeles,JFK,North America,92nd-street-north-east-long-island-ny-usa,TRUE,New York,20857,beginner,intermediate,
"A Lanzada, Galicia",Spain,42.45462112,-8.881416321,Europe/Madrid,VGO,Europe,a-lanzada-galicia-spain,TRUE,O Grove,3803,intermediate,advanced,4192
"A-Bay, QLD, Sunshine Coast",Australia,-26.38756403,153.1165409,Australia/Sydney,NSV,Oceania,a-bay-qld-sunshine-coast-australia,TRUE,,,beginner,intermediate,
"A-Beach, California, San Luis Obispo",USA,35.40316568,-120.8695543,America/Los_Angeles,SBP,North America,a-beach-california-san-luis-obispo-usa,TRUE,Morro Bay,17273,beginner,intermediate,
Å-land,Sweden,57.33921503,12.06539154,UTC,GOT,Europe,a-land-sweden,TRUE,Kungsbacka kommun,1479489,beginner,intermediate,8784
"A-ver-o-mar, North Porto",Portugal,41.39058989,-8.775200844,Europe/Lisbon,OPO,Europe,a-ver-o-mar-north-porto-portugal,TRUE,,,intermediate,advanced,4884
"aaron's, Mentawai",Indonesia,-2.278461512,99.59393978,Asia/Jakarta,RKI,Asia,aaron-s-mentawai-indonesia,TRUE,,,intermediate,advanced,
"Ab, California, San Diego County",USA,32.71391277,-117.2569996,America/Los_Angeles,NZY,North America,ab-california-san-diego-county-usa,TRUE,San Diego County,1517272,beginner,intermediate,
"Abalolo Reef, Hawaii, Oahu",USA,21.30222703,-157.8982222,America/Los_Angeles,HNL,North America,abalolo-reef-hawaii-oahu-usa,TRUE,Waipahu,,intermediate,advanced,
"Abalone Cove, California, LA County",USA,33.73777274,-118.3760226,America/Los_Angeles,TOA,North America,abalone-cove-california-la-county-usa,TRUE,Rancho Palos Verdes,17341,beginner,intermediate,
"Aber wrac'h point, Brittany North",France,48.57924766,-4.632797241,Europe/Paris,BES,Europe,aber-wrac-h-point-brittany-north-france,TRUE,,,intermediate,advanced,7010
"Aberavon, South Wales",UK,51.58532589,-3.810968399,Europe/London,SWS,Europe,aberavon-south-wales-uk,TRUE,Neath Port Talbot,,beginner,intermediate,8453
"Aberdaron, North Wales and NW England",UK,52.80649733,-4.703521729,Europe/London,VLY,Europe,aberdaron-north-wales-and-nw-england-uk,TRUE,Gwynedd,1499853,beginner,intermediate,
"Aberdeen, East Scotland",UK,57.16463944,-2.079334259,Europe/London,ABZ,Europe,aberdeen-east-scotland-uk,TRUE,Aberdeen City,,beginner,intermediate,6849
Aberdeen Area Beach,Sierra Leone,8.491069736,-13.29088211,UTC,FNA,Africa,aberdeen-area-beach-sierra-leone,TRUE,Freetown,24354,beginner,intermediate,24354
"abersoch, North Wales and NW England",UK,52.82379766,-4.506797791,Europe/London,VLY,Europe,abersoch-north-wales-and-nw-england-uk,TRUE,Gwynedd,1499853,beginner,intermediate,
"Aberta-A-Nova, South",Portugal,38.1761,-8.782158333,Europe/Lisbon,LIS,Europe,aberta-a-nova-south-portugal,TRUE,,,intermediate,advanced,4806
"Abrami Beach, Greek Islands",Greece,37.17329483,25.48014879,UTC,JNX,Europe,abrami-beach-greek-islands-greece,TRUE,Naxos Regional Unit,30528,beginner,intermediate,
"Abras, Fernando do Noronha",Brazil,-3.827601809,-32.40058064,America/Sao_Paulo,FEN,South America,abras-fernando-do-noronha-brazil,TRUE,,,intermediate,advanced,6361
Accra Beach - Rockley Beach,Barbados,13.07267491,-59.59003687,UTC,BGI,Caribbean,accra-beach-rockley-beach-barbados,TRUE,,,beginner,intermediate,26073
"Achadas da Cruz, Madeira",Portugal,32.85107424,-17.22008228,UTC,FNC,Europe,achadas-da-cruz-madeira,TRUE,,,intermediate,advanced,1524478
"Acid Drop, Fuerte Ventura",Spain,28.74775223,-13.9338398,UTC,FUE,Europe,acid-drop-fuerte-ventura-canary,TRUE,,,intermediate,advanced,
"Acids, NSW, Coal Coast",Australia,-34.41176471,150.9035951,Australia/Sydney,WOL,Oceania,acids-nsw-coal-coast-australia,TRUE,,,intermediate,advanced,5709
"Acropolis, Greek Islands",Greece,36.09625623,28.08538914,UTC,RHO,Europe,acropolis-greek-islands-greece,TRUE,Rhodes Regional Unit,30528,intermediate,advanced,30541
"Admirals, East England",UK,54.48927379,-0.590429306,Europe/London,MME,Europe,admirals-east-england-uk,TRUE,North Yorkshire,,intermediate,advanced,
Adonis,Maldives,2.184028435,73.10043097,UTC,TMF,Asia,adonis-maldives,TRUE,,,intermediate,advanced,
"Adraga, Central Lisboa",Portugal,38.80326295,-9.485321045,Europe/Lisbon,CAT,Europe,adraga-central-lisboa-portugal,TRUE,,,intermediate,advanced,
"Adria, Mainland",Italy,42.83333,12.83333,UTC,PEG,Europe,adria-mainland-italy,TRUE,Campello sul Clitunno,12548,intermediate,advanced,13381
Affenrucken point,Namibia,-27.93072075,15.67551613,UTC,RHN,Africa,affenrucken-point-namibia,TRUE,,,advanced,advanced,
"Afulu, Sumatra Islands",Indonesia,1.259721342,97.22986221,Asia/Jakarta,GNS,Asia,afulu-sumatra-islands-indonesia,TRUE,North Nias,,advanced,advanced,
"Agamemnon/Kouloura Island, Pelloponisos",Greece,36.8060892,21.72134399,UTC,KLX,Europe,agamemnon-kouloura-island-pelloponisos-greece,TRUE,Messenia Regional Unit,30528,intermediate,advanced,25986
Agami,Egypt,31.12790541,29.77329254,UTC,HBE,Africa,agami-egypt,TRUE,Alexandria,6652,intermediate,advanced,6652
aganoa,Samoa Western,-13.77508655,-172.2872221,UTC,MXS,Oceania,aganoa-samoa-western,TRUE,,,beginner,intermediate,
"Agate Beach, North West, Oregon Central",USA,44.65363474,-124.0629387,America/Los_Angeles,ONP,North America,agate-beach-north-west-oregon-central-usa,TRUE,Lincoln County,21462,beginner,intermediate,
"Agate Beach North, North West, Oregon Central",USA,44.67226946,-124.0680242,America/Los_Angeles,ONP,North America,agate-beach-north-north-west-oregon-central-usa,TRUE,Lincoln County,21462,beginner,intermediate,
Agger,Denmark,56.72476063,8.221206665,UTC,TED,Europe,agger-denmark,TRUE,,,beginner,intermediate,
"Agia Fotia, Crete Island",Greece,35.19605901,26.15085393,UTC,JSH,Europe,agia-fotia-crete-island-greece,TRUE,Sitia Municipal Unit,30528,intermediate,advanced,1506047
"Agios Dimitrios, Pelloponisos",Greece,37.80507945,23.85121107,UTC,ATH,Europe,agios-dimitrios-pelloponisos-greece,TRUE,Regional Unit of East Attica,30528,intermediate,advanced,23721
"Agios Giorgios - Corfu, Ionian Sea",Greece,39.7149779,19.68114853,UTC,CFU,Europe,agios-giorgios-corfu-ionian-sea-greece,TRUE,Corfu Regional Unit,30528,intermediate,advanced,
"Aglayankaya, Black-Sea",Turkey,41.1751331,29.62474108,UTC,SAW,Middle East,aglayankaya-black-sea-turkey,TRUE,Şile,1667168,intermediate,advanced,2764
"Agnes Water, QLD, Central-Queensland",Australia,-24.20829872,151.908946,Australia/Sydney,GLT,Oceania,agnes-water-qld-central-queensland-australia,TRUE,Gladstone Regional,,beginner,intermediate,5294
"Agrili, Pelloponisos",Greece,37.21561693,21.59709871,UTC,KLX,Europe,agrili-pelloponisos-greece,TRUE,Messenia Regional Unit,30528,intermediate,advanced,25986
"Aguçadoura, North Porto",Portugal,41.43037188,-8.787689209,Europe/Lisbon,OPO,Europe,agucadoura-north-porto-portugal,TRUE,,,intermediate,advanced,4884
"Aguilar, Asturias",Spain,43.55501753,-6.116713285,Europe/Madrid,OVD,Europe,aguilar-asturias-spain,TRUE,,,beginner,intermediate,
"Agujas, Pacific South",Costa Rica,9.722698754,-84.65392828,UTC,JAP,Central America,agujas-pacific-south-costa-rica,TRUE,,,intermediate,advanced,25666
"Ahogados, Central Santiago",Chile,-33.39896018,-71.70168042,UTC,VAP,South America,ahogados-central-santiago-chile,TRUE,,,intermediate,advanced,2054
Ahtony,Bulgaria,42.10090354,27.94314623,UTC,BOJ,Europe,ahtony-bulgaria,TRUE,,,beginner,intermediate,609
Aigrettes left,Reunion,-21.03700245,55.21677017,UTC,RUN,Africa,aigrettes-left-reunion,TRUE,,,intermediate,advanced,
Aigrettes Right,Reunion,-21.03447145,55.21806031,UTC,RUN,Africa,aigrettes-right-reunion,TRUE,,,intermediate,advanced,
"Aiguadolc, Mediterranean",Spain,41.23434893,1.828579903,Europe/Madrid,BCN,Europe,aiguadolc-mediterranean-spain,TRUE,,,beginner,intermediate,3196
"Aileens, West",Ireland,52.98410026,-9.438929558,UTC,INQ,Europe,aileens-west-ireland,TRUE,,,advanced,advanced,
"Ain Diab Porte 15, North",Morocco,33.58397348,-7.692701519,Africa/Casablanca,CMN,Africa,ain-diab-porte-15-north-morocco,TRUE,Casablanca,4281,beginner,intermediate,4281
Ain El Turk,Algeria,35.73777232,-0.735901594,UTC,ORN,Africa,ain-el-turk-algeria,TRUE,,,beginner,intermediate,5871
Airport left,St Barthelemy,17.90714102,-62.83952236,UTC,SBH,North America,airport-left-st-barthelemy,TRUE,,,intermediate,advanced,
Airport right,Maldives,-0.702900516,73.17156315,UTC,GAN,Asia,airport-right-maldives,TRUE,Addu City,,intermediate,advanced,1508345
"Airport Rights, New Zealand NI, SW Coast",New Zealand,-41.33719517,174.8071146,Pacific/Auckland,WLG,Oceania,airport-rights-new-zealand-ni-sw-coast-new-zealand,TRUE,Lower Hutt,4587,intermediate,advanced,4665
"Airport's, Bali",Indonesia,-8.745123882,115.1503229,Asia/Jakarta,DPS,Asia,airport-s-bali-indonesia,TRUE,Badung,,intermediate,advanced,23523
"Aivados, South",Portugal,37.80627119,-8.797385201,Europe/Lisbon,PRM,Europe,aivados-south-portugal,TRUE,,,beginner,intermediate,4883
"Aizkorri, Pais Vasco",Spain,43.38197093,-3.016777039,Europe/Madrid,BIO,Europe,aizkorri-pais-vasco-spain,TRUE,,,intermediate,advanced,3235
"Ajo, Cantabria",Spain,43.49891578,-3.61323595,Europe/Madrid,SDR,Europe,ajo-cantabria-spain,TRUE,,,beginner,intermediate,4050
"Akabane Long Beach, Shizuoka",Japan,34.6,137.2,UTC,NGO,Asia,akabane-long-beach-shizuoka-japan,TRUE,Tahara,1493482,beginner,intermediate,25627
"Akaehama, Kyushu",Japan,31.39304689,131.0724735,UTC,KOJ,Asia,akaehama-kyushu-japan,TRUE,Higashikushira,25713,intermediate,advanced,1652751
"Akkorokamui, QLD, Gold Coast",Australia,-27.93980607,153.4337711,Australia/Sydney,SHQ,Oceania,akkorokamui-qld-gold-coast-australia,TRUE,,,advanced,advanced,
Aktau,Kazakhstan,43.62035702,51.1892252,UTC,SCO,Asia,aktau-kazakhstan,TRUE,,,beginner,intermediate,
"Ala Moana, Lima",Peru,-12.15897004,-77.02768922,UTC,LIM,South America,ala-moana-lima-peru,TRUE,Lima,12048,intermediate,advanced,2764
"Ala Moana Bowls, Hawaii, Oahu",USA,21.28087693,-157.8438914,America/Los_Angeles,HNL,North America,ala-moana-bowls-hawaii-oahu-usa,TRUE,East Honolulu,,intermediate,advanced,
"Ala Moana Courts, Hawaii, Oahu",USA,21.29065393,-157.8540999,America/Los_Angeles,HNL,North America,ala-moana-courts-hawaii-oahu-usa,TRUE,Honolulu,23374,intermediate,advanced,
"Alabama Point, Gulf Coast, Alabama",USA,30.27090984,-87.55939901,America/Los_Angeles,GUF,North America,alabama-point-gulf-coast-alabama-usa,TRUE,Baldwin County,,beginner,intermediate,
Alacati,Turkey,38.23905651,26.31062508,UTC,JKH,Middle East,alacati-turkey,TRUE,,,beginner,intermediate,30512
"Alanya, Keykubat",Turkey,36.53967416,32.02342987,UTC,GZP,Middle East,alanya-keykubat-turkey,TRUE,,,beginner,intermediate,1481036
"Alassio, Mainland",Italy,44.00496621,8.172824979,UTC,MCM,Europe,alassio-mainland-italy,TRUE,Alassio,12340,beginner,intermediate,16293
"Albatross, South J Bay",South Africa,-34.01023007,24.91986752,Africa/Johannesburg,PLZ,Africa,albatross-south-j-bay-south-africa,TRUE,Kouga Local Municipality,,intermediate,advanced,788
"Albenga, Mainland",Italy,44.0412676,8.223781586,UTC,GOA,Europe,albenga-mainland-italy,TRUE,,,beginner,intermediate,373
"Albufeira, Algarve",Portugal,37.08563532,-8.248683214,Europe/Lisbon,FAO,Europe,albufeira-algarve-portugal,TRUE,,,beginner,intermediate,4778
"Alexandra Headlands, QLD, Sunshine Coast",Australia,-26.67079656,153.1096262,Australia/Sydney,MCY,Oceania,alexandra-headlands-qld-sunshine-coast-australia,TRUE,,,beginner,intermediate,1676777
"Alfonsina, North",Argentina,-37.99386292,-57.54263163,UTC,MDQ,South America,alfonsina-north-argentina,TRUE,,,beginner,intermediate,6117
alfonsita,Sao Tome,0.193552126,6.702947617,UTC,TMS,Africa,alfonsita-sao-tome,TRUE,São Tomé,24340,beginner,intermediate,
"Algajola, Corsica",France,42.60869549,8.868370056,Europe/Paris,CLY,Europe,algajola-corsica-france,TRUE,,,beginner,intermediate,1497104
"alisitos, Baja Norte",Mexico,32.11922638,-116.8829153,America/Mexico_City,ESE,North America,alisitos-baja-norte-mexico,TRUE,Municipio de Playas de Rosarito,,beginner,intermediate,2700
"Allenhurst, North East, New Jersey",USA,40.2363277,-73.99491549,America/Los_Angeles,BLM,North America,allenhurst-north-east-new-jersey-usa,TRUE,Allenhurst,,beginner,intermediate,
"allerton point, North East, Southern New England",USA,42.30702254,-70.8819437,America/Los_Angeles,BOS,North America,allerton-point-north-east-southern-new-england-usa,TRUE,Hull,19050,beginner,intermediate,
"Almáciga, Tenerife",Spain,28.57206667,-16.19261667,UTC,TFN,Europe,almaciga-tenerife-canary,TRUE,Santa Cruz de Tenerife,24058,intermediate,advanced,30128
"Almagreira, Central Peniche",Portugal,39.37902774,-9.314625263,Europe/Lisbon,LIS,Europe,almagreira-central-peniche-portugal,TRUE,Peniche,1525562,beginner,intermediate,4806
"Almiros, Crete Island",Greece,35.17678124,25.7097137,UTC,JSH,Europe,almiros-crete-island-greece,TRUE,Agios Nikolaos,23284,beginner,intermediate,1506047
Alnes Lighthouse (Godoy),Norway,62.48853896,5.96660614,UTC,AES,Europe,alnes-lighthouse-godoy-norway,TRUE,Giske,9206,beginner,intermediate,9046
"altafulla, Mediterranean",Spain,41.13440326,1.384427547,Europe/Madrid,REU,Europe,altafulla-mediterranean-spain,TRUE,Altafulla,3131,beginner,intermediate,3936
AlterSteinbeisser,Switzerland,46.9949301,8.598775864,UTC,BXO,Europe,altersteinbeisser-switzerland,TRUE,Ingenbohl,1418132,beginner,intermediate,25805
"Altona Pier, VIC, Melbourne West",Australia,-37.87331628,144.8302987,Australia/Sydney,KAH,Oceania,altona-pier-vic-melbourne-west-australia,TRUE,,,beginner,intermediate,
"Alvor, Algarve",Portugal,37.12241199,-8.596458435,Europe/Lisbon,PRM,Europe,alvor-algarve-portugal,TRUE,Portimão,4883,beginner,intermediate,4883
"alykes, Ionian Sea",Greece,38.31795596,21.42608643,UTC,GPA,Europe,alykes-ionian-sea-greece,TRUE,Mesolongi,1511131,beginner,intermediate,26006
Ambila Lamentsa,Madagascar,-18.85928534,49.14967775,UTC,VAT,Africa,ambila-lamentsa-madagascar,TRUE,Vohitranivona,5016,intermediate,advanced,6557
"Ambleside Park, West Coast",Canada,49.32501011,-123.1517172,UTC,CXH,North America,ambleside-park-west-coast-canada,TRUE,West Vancouver,1522791,beginner,intermediate,16968
"Amélie, Gironde",France,45.48527446,-1.152470112,Europe/Paris,RYN,Europe,amelie-gironde-france,TRUE,,,beginner,intermediate,
"Ammes Beach, Ionian Sea",Greece,38.10923548,20.50692558,UTC,EFL,Europe,ammes-beach-ionian-sea-greece,TRUE,Kefallonia Regional Unit,30528,beginner,intermediate,
"Amoreira, Algarve",Portugal,37.35003186,-8.845496178,Europe/Lisbon,PRM,Europe,amoreira-algarve-portugal,TRUE,Aljezur,1420552,beginner,intermediate,4883
"Amorosa, North Porto",Portugal,41.66932148,-8.824081421,Europe/Lisbon,OPO,Europe,amorosa-north-porto-portugal,TRUE,Viana do Castelo,4953,beginner,intermediate,4884
"Amoudia Left, Ionian Sea",Greece,39.23770457,20.47800064,UTC,PVK,Europe,amoudia-left-ionian-sea-greece,TRUE,Preveza Regional Unit,30528,intermediate,advanced,26030
"Anaël, Brittany North",France,48.58344952,-4.675154686,Europe/Paris,BES,Europe,anael-brittany-north-france,TRUE,,,beginner,intermediate,7010
"Anahola Bay, Hawaii, Kauai",USA,22.14761207,-159.3050194,America/Los_Angeles,HPV,North America,anahola-bay-hawaii-kauai-usa,TRUE,Kauaʻi County,23766,intermediate,advanced,
Anamur,Turkey,36.0926671,32.93581009,UTC,GZP,Middle East,anamur-turkey,TRUE,,,intermediate,advanced,1481036
"Anaura Bay, New Zealand NI, East Cape",New Zealand,-38.2318091,178.3114958,Pacific/Auckland,GIS,Oceania,anaura-bay-new-zealand-ni-east-cape-new-zealand,TRUE,,,beginner,intermediate,4558
"Anchor point, South",Morocco,30.54520545,-9.726709127,Africa/Casablanca,AGA,Africa,anchor-point-south-morocco,TRUE,,,intermediate,advanced,4277
"Anclote, Sinaloa-Nayarit",Mexico,20.76787152,-105.5199909,America/Mexico_City,PVR,North America,anclote-sinaloa-nayarit-mexico,TRUE,,,beginner,intermediate,4464
"Anclote Island, Gulf Coast, Florida",USA,28.20367537,-82.82524109,America/Los_Angeles,CLW,North America,anclote-island-gulf-coast-florida-usa,TRUE,Pasco County,,beginner,intermediate,
"Anderson Street, California, Orange County",USA,33.72285837,-118.0808723,America/Los_Angeles,LGB,North America,anderson-street-california-orange-county-usa,TRUE,Seal Beach,17404,beginner,intermediate,
